household_id,city_id,household_type_en,total_households,total_households_with_car,household_hascar_perc_of_total,cardata_year
10452,345,Couples with cohabiting children,3281,3112,94.85,2020
10532,361,Couples with cohabiting children,1179,1118,94.83,2020
10592,373,Couples with cohabiting children,1914,1831,95.66,2020
10782,411,Couples with cohabiting children,891,829,93.04,2020
10807,417,Couples with cohabiting children,3844,3591,93.42,2020
10867,429,Couples with cohabiting children,1891,1798,95.08,2020
10992,454,Couples with cohabiting children,1415,1339,94.63,2020
11227,501,Couples with cohabiting children,511,479,93.74,2020
11427,541,Couples with cohabiting children,1443,1347,93.35,2020
11742,21,Couples with cohabiting children,5324,5051,94.87,2021
11987,70,Couples with cohabiting children,14343,10569,73.69,2021
12042,81,Couples with cohabiting children,4186,2598,62.06,2021
12162,105,Couples with cohabiting children,959,900,93.85,2021
12502,173,Couples with cohabiting children,1651,1565,94.79,2021
12532,179,Couples with cohabiting children,4250,4066,95.67,2021
12972,267,Couples with cohabiting children,2226,2151,96.63,2021
13237,320,Couples with cohabiting children,525,491,93.52,2021
13437,360,Couples with cohabiting children,3343,3088,92.37,2021
13907,455,Couples with cohabiting children,1692,1618,95.63,2021
14157,505,Couples with cohabiting children,1929,1826,94.66,2021
14457,565,Couples with cohabiting children,905,852,94.14,2021
14592,9,Couples with cohabiting children,2017,1908,94.6,2022
14952,81,Couples with cohabiting children,4069,2467,60.63,2022
15117,114,Couples with cohabiting children,1184,1103,93.16,2022
15677,226,Couples with cohabiting children,1404,1353,96.37,2022
16037,298,Couples with cohabiting children,604,549,90.89,2022
16322,355,Couples with cohabiting children,696,672,96.55,2022
17377,567,Couples with cohabiting children,7664,7071,92.26,2022
17457,583,Couples with cohabiting children,3301,3142,95.18,2022
17532,15,Couples with cohabiting children,1266,1178,93.05,2023
17932,95,Couples with cohabiting children,9850,8300,84.26,2023
17997,108,Couples with cohabiting children,3733,3420,91.62,2023
18142,137,Couples with cohabiting children,548,508,92.7,2023
18147,138,Couples with cohabiting children,7089,6372,89.89,2023
18217,152,Couples with cohabiting children,1422,1350,94.94,2023
18472,203,Couples with cohabiting children,572,549,95.98,2023
18967,302,Couples with cohabiting children,686,644,93.88,2023
19302,369,Couples with cohabiting children,1786,1699,95.13,2023
19492,407,Couples with cohabiting children,1902,1791,94.16,2023
19577,424,Couples with cohabiting children,1606,1506,93.77,2023
19622,433,Couples with cohabiting children,860,812,94.42,2023
20207,550,Couples with cohabiting children,1063,1000,94.07,2023
20337,576,Couples with cohabiting children,2335,2182,93.45,2023
97,20,Couples with cohabiting children,1523,1453,95.4,2017
522,105,Couples with cohabiting children,986,930,94.32,2017
1167,234,Couples with cohabiting children,2773,2639,95.17,2017
1227,246,Couples with cohabiting children,764,712,93.19,2017
1417,284,Couples with cohabiting children,2167,2033,93.82,2017
1502,301,Couples with cohabiting children,192,185,96.35,2017
1532,307,Couples with cohabiting children,821,794,96.71,2017
1652,331,Couples with cohabiting children,987,952,96.45,2017
1847,370,Couples with cohabiting children,1967,1864,94.76,2017
2227,447,Couples with cohabiting children,1983,1905,96.07,2017
2547,511,Couples with cohabiting children,951,912,95.9,2017
2592,520,Couples with cohabiting children,734,695,94.69,2017
2732,548,Couples with cohabiting children,8992,8353,92.89,2017
2757,553,Couples with cohabiting children,1188,1127,94.87,2017
2797,561,Couples with cohabiting children,6367,5411,84.99,2017
3097,38,Couples with cohabiting children,10412,9324,89.55,2018
3232,65,Couples with cohabiting children,1666,1568,94.12,2018
3337,86,Couples with cohabiting children,9168,7555,82.41,2018
3407,100,Couples with cohabiting children,1137,1077,94.72,2018
3612,141,Couples with cohabiting children,1199,1141,95.16,2018
3907,200,Couples with cohabiting children,1700,1609,94.65,2018
4242,267,Couples with cohabiting children,2264,2183,96.42,2018
4597,338,Couples with cohabiting children,370,352,95.14,2018
4902,399,Couples with cohabiting children,5485,5059,92.23,2018
4932,405,Couples with cohabiting children,1512,1446,95.63,2018
5917,20,Couples with cohabiting children,1476,1411,95.6,2019
6207,78,Couples with cohabiting children,4027,3400,84.43,2019
6597,156,Couples with cohabiting children,3487,3135,89.91,2019
6627,162,Couples with cohabiting children,1753,1660,94.69,2019
6692,175,Couples with cohabiting children,1705,1623,95.19,2019
6757,188,Couples with cohabiting children,957,922,96.34,2019
6867,210,Couples with cohabiting children,1148,1096,95.47,2019
7032,243,Couples with cohabiting children,1314,1171,89.12,2019
7602,357,Couples with cohabiting children,1057,992,93.85,2019
7977,433,Couples with cohabiting children,855,808,94.5,2019
8382,514,Couples with cohabiting children,941,885,94.05,2019
8437,525,Couples with cohabiting children,1751,1478,84.41,2019
8517,541,Couples with cohabiting children,1447,1354,93.57,2019
8522,542,Couples with cohabiting children,3436,3208,93.36,2019
8617,561,Couples with cohabiting children,6369,5327,83.64,2019
8637,565,Couples with cohabiting children,896,834,93.08,2019
8897,34,Couples with cohabiting children,4153,3775,90.9,2020
9372,129,Couples with cohabiting children,9552,8674,90.81,2020
9387,132,Couples with cohabiting children,1240,1187,95.73,2020
9587,172,Couples with cohabiting children,8611,7986,92.74,2020
9622,179,Couples with cohabiting children,4301,4102,95.37,2020
9792,213,Couples with cohabiting children,912,886,97.15,2020
9922,239,Couples with cohabiting children,2049,1850,90.29,2020
10422,339,Couples with cohabiting children,2279,2207,96.84,2020
10477,350,Couples with cohabiting children,610,586,96.07,2020
10672,389,Couples with cohabiting children,865,803,92.83,2020
11057,467,Couples with cohabiting children,2437,2325,95.4,2020
11332,522,Couples with cohabiting children,1172,1092,93.17,2020
11832,39,Couples with cohabiting children,1249,1187,95.04,2021
11927,58,Couples with cohabiting children,2324,2175,93.59,2021
12027,78,Couples with cohabiting children,4098,3434,83.8,2021
12177,108,Couples with cohabiting children,3701,3413,92.22,2021
12237,120,Couples with cohabiting children,2439,2186,89.63,2021
12937,260,Couples with cohabiting children,1363,1194,87.6,2021
13002,273,Couples with cohabiting children,801,773,96.5,2021
13312,335,Couples with cohabiting children,1932,1803,93.32,2021
13532,379,Couples with cohabiting children,2370,2166,91.39,2021
13777,429,Couples with cohabiting children,1882,1769,94.0,2021
14377,549,Couples with cohabiting children,1773,1674,94.42,2021
14902,71,Couples with cohabiting children,19038,12961,68.08,2022
15217,134,Couples with cohabiting children,1706,1595,93.49,2022
15387,168,Couples with cohabiting children,1153,1104,95.75,2022
15632,217,Couples with cohabiting children,728,697,95.74,2022
15642,219,Couples with cohabiting children,655,631,96.34,2022
15772,245,Couples with cohabiting children,452,434,96.02,2022
16277,346,Couples with cohabiting children,1010,976,96.63,2022
16772,446,Couples with cohabiting children,5055,4646,91.91,2022
17362,564,Couples with cohabiting children,1196,1139,95.23,2022
18342,177,Couples with cohabiting children,4684,4407,94.09,2023
18487,206,Couples with cohabiting children,1511,1424,94.24,2023
18582,225,Couples with cohabiting children,762,713,93.57,2023
19047,318,Couples with cohabiting children,272,258,94.85,2023
19217,352,Couples with cohabiting children,1365,1330,97.44,2023
19297,368,Couples with cohabiting children,3730,3534,94.75,2023
20102,529,Couples with cohabiting children,1069,962,89.99,2023
152,31,Couples with cohabiting children,2474,2333,94.3,2017
507,102,Couples with cohabiting children,1818,1690,92.96,2017
877,176,Couples with cohabiting children,11,11,100.0,2017
1052,211,Couples with cohabiting children,1720,1654,96.16,2017
1067,214,Couples with cohabiting children,488,477,97.75,2017
1222,245,Couples with cohabiting children,483,469,97.1,2017
1297,260,Couples with cohabiting children,1382,1191,86.18,2017
1412,283,Couples with cohabiting children,1259,1193,94.76,2017
1867,374,Couples with cohabiting children,1436,1368,95.26,2017
2132,428,Couples with cohabiting children,3560,3364,94.49,2017
2567,515,Couples with cohabiting children,3486,3266,93.69,2017
3212,61,Couples with cohabiting children,1559,1486,95.32,2018
3352,89,Couples with cohabiting children,3528,3268,92.63,2018
3522,123,Couples with cohabiting children,1477,1410,95.46,2018
3537,126,Couples with cohabiting children,673,640,95.1,2018
3617,142,Couples with cohabiting children,2349,2169,92.34,2018
3722,163,Couples with cohabiting children,1421,1334,93.88,2018
3772,173,Couples with cohabiting children,1675,1607,95.94,2018
4002,219,Couples with cohabiting children,646,622,96.28,2018
4102,239,Couples with cohabiting children,2154,1920,89.14,2018
4307,280,Couples with cohabiting children,1703,1630,95.71,2018
4532,325,Couples with cohabiting children,864,823,95.25,2018
4582,335,Couples with cohabiting children,1933,1821,94.21,2018
5242,468,Couples with cohabiting children,1943,1833,94.34,2018
5387,497,Couples with cohabiting children,5250,4938,94.06,2018
5607,541,Couples with cohabiting children,1445,1348,93.29,2018
5827,2,Couples with cohabiting children,57137,46052,80.6,2019
5952,27,Couples with cohabiting children,1055,991,93.93,2019
6092,55,Couples with cohabiting children,2479,2336,94.23,2019
6112,59,Couples with cohabiting children,5003,4454,89.03,2019
6137,64,Couples with cohabiting children,3446,3211,93.18,2019
6367,110,Couples with cohabiting children,1929,1788,92.69,2019
6517,140,Couples with cohabiting children,542,523,96.49,2019
6862,209,Couples with cohabiting children,1416,1325,93.57,2019
7397,316,Couples with cohabiting children,680,643,94.56,2019
8307,499,Couples with cohabiting children,2148,2065,96.14,2019
8402,518,Couples with cohabiting children,3921,3632,92.63,2019
8552,548,Couples with cohabiting children,8948,8274,92.47,2019
8587,555,Couples with cohabiting children,3934,3644,92.63,2019
9137,82,Couples with cohabiting children,11905,8291,69.64,2020
9317,118,Couples with cohabiting children,2782,2610,93.82,2020
9877,230,Couples with cohabiting children,434,425,97.93,2020
9972,249,Couples with cohabiting children,1483,1389,93.66,2020
10892,434,Couples with cohabiting children,1367,1303,95.32,2020
11232,502,Couples with cohabiting children,763,733,96.07,2020
11412,538,Couples with cohabiting children,1408,1333,94.67,2020
11492,554,Couples with cohabiting children,453,427,94.26,2020
11677,8,Couples with cohabiting children,1729,1621,93.75,2021
11782,29,Couples with cohabiting children,2421,2279,94.13,2021
11837,40,Couples with cohabiting children,1148,1082,94.25,2021
11847,42,Couples with cohabiting children,3121,2773,88.85,2021
11852,43,Couples with cohabiting children,1357,1274,93.88,2021
11942,61,Couples with cohabiting children,1550,1467,94.65,2021
12007,74,Couples with cohabiting children,5167,3846,74.43,2021
12607,194,Couples with cohabiting children,2394,2273,94.95,2021
12667,206,Couples with cohabiting children,1497,1411,94.26,2021
13042,281,Couples with cohabiting children,388,371,95.62,2021
13557,384,Couples with cohabiting children,4117,3804,92.4,2021
13632,399,Couples with cohabiting children,5443,4976,91.42,2021
13802,434,Couples with cohabiting children,1368,1313,95.98,2021
13812,436,Couples with cohabiting children,1306,1248,95.56,2021
14057,485,Couples with cohabiting children,4060,3670,90.39,2021
14387,551,Couples with cohabiting children,1302,1231,94.55,2021
14412,556,Couples with cohabiting children,133,123,92.48,2021
14497,573,Couples with cohabiting children,1407,1304,92.68,2021
15277,146,Couples with cohabiting children,2012,1849,91.9,2022
15322,155,Couples with cohabiting children,417,393,94.24,2022
15507,192,Couples with cohabiting children,2237,2118,94.68,2022
15777,246,Couples with cohabiting children,741,695,93.79,2022
16477,386,Couples with cohabiting children,3189,2952,92.57,2022
17557,20,Couples with cohabiting children,1443,1375,95.29,2023
17687,46,Couples with cohabiting children,1913,1793,93.73,2023
17837,76,Couples with cohabiting children,6298,4630,73.52,2023
18067,122,Couples with cohabiting children,479,451,94.15,2023
18427,194,Couples with cohabiting children,2355,2235,94.9,2023
18737,256,Couples with cohabiting children,377,365,96.82,2023
19107,330,Couples with cohabiting children,896,857,95.65,2023
19157,340,Couples with cohabiting children,1171,1138,97.18,2023
19432,395,Couples with cohabiting children,2403,2262,94.13,2023
19817,472,Couples with cohabiting children,1993,1873,93.98,2023
20177,544,Couples with cohabiting children,2787,2480,88.98,2023
20287,566,Couples with cohabiting children,2425,2280,94.02,2023
887,178,Couples with cohabiting children,1352,1294,95.71,2017
1312,263,Couples with cohabiting children,12025,10999,91.47,2017
1622,325,Couples with cohabiting children,852,810,95.07,2017
2292,460,Couples with cohabiting children,1932,1796,92.96,2017
2417,485,Couples with cohabiting children,3967,3614,91.1,2017
2587,519,Couples with cohabiting children,4260,3992,93.71,2017
2692,540,Couples with cohabiting children,4297,4044,94.11,2017
2832,568,Couples with cohabiting children,719,694,96.52,2017
2882,578,Couples with cohabiting children,1428,1374,96.22,2017
2992,17,Couples with cohabiting children,2616,2444,93.43,2018
3322,83,Couples with cohabiting children,2913,1769,60.73,2018
3687,156,Couples with cohabiting children,3444,3123,90.68,2018
3832,185,Couples with cohabiting children,2017,1947,96.53,2018
3997,218,Couples with cohabiting children,2380,2244,94.29,2018
4212,261,Couples with cohabiting children,833,805,96.64,2018
4267,272,Couples with cohabiting children,1554,1485,95.56,2018
4427,304,Couples with cohabiting children,490,456,93.06,2018
4432,305,Couples with cohabiting children,715,680,95.1,2018
4647,348,Couples with cohabiting children,558,508,91.04,2018
4852,389,Couples with cohabiting children,863,816,94.55,2018
4922,403,Couples with cohabiting children,3266,3106,95.1,2018
5187,457,Couples with cohabiting children,1689,1609,95.26,2018
5527,525,Couples with cohabiting children,1760,1506,85.57,2018
5717,563,Couples with cohabiting children,1081,1022,94.54,2018
6032,43,Couples with cohabiting children,1379,1292,93.69,2019
6122,61,Couples with cohabiting children,1536,1470,95.7,2019
6507,138,Couples with cohabiting children,7180,6503,90.57,2019
6647,166,Couples with cohabiting children,2815,2692,95.63,2019
6902,217,Couples with cohabiting children,751,720,95.87,2019
7417,320,Couples with cohabiting children,541,511,94.45,2019
7737,384,Couples with cohabiting children,4121,3826,92.84,2019
7792,395,Couples with cohabiting children,2398,2261,94.29,2019
7892,416,Couples with cohabiting children,2380,2251,94.58,2019
8322,502,Couples with cohabiting children,767,730,95.18,2019
8337,505,Couples with cohabiting children,1924,1839,95.58,2019
8677,573,Couples with cohabiting children,1375,1265,92.0,2019
8752,5,Couples with cohabiting children,3089,2912,94.27,2020
8757,6,Couples with cohabiting children,2490,2363,94.9,2020
8857,26,Couples with cohabiting children,2825,2614,92.53,2020
9422,139,Couples with cohabiting children,644,614,95.34,2020
9507,156,Couples with cohabiting children,3538,3156,89.2,2020
10307,316,Couples with cohabiting children,671,641,95.53,2020
10432,341,Couples with cohabiting children,1136,1083,95.33,2020
10702,395,Couples with cohabiting children,2425,2296,94.68,2020
11097,475,Couples with cohabiting children,672,627,93.3,2020
11167,489,Couples with cohabiting children,2009,1847,91.94,2020
11502,556,Couples with cohabiting children,133,121,90.98,2020
11537,563,Couples with cohabiting children,1065,1007,94.55,2020
11752,23,Couples with cohabiting children,3257,3018,92.66,2021
11772,27,Couples with cohabiting children,1089,1039,95.41,2021
11817,36,Couples with cohabiting children,1125,1067,94.84,2021
11862,45,Couples with cohabiting children,1619,1537,94.94,2021
11907,54,Couples with cohabiting children,1133,1074,94.79,2021
11992,71,Couples with cohabiting children,19062,13157,69.02,2021
12082,89,Couples with cohabiting children,3471,3244,93.46,2021
12107,94,Couples with cohabiting children,1769,1663,94.01,2021
12507,174,Couples with cohabiting children,977,936,95.8,2021
12597,192,Couples with cohabiting children,2244,2127,94.79,2021
13107,294,Couples with cohabiting children,1343,1264,94.12,2021
13202,313,Couples with cohabiting children,652,618,94.79,2021
13837,441,Couples with cohabiting children,777,670,86.23,2021
13947,463,Couples with cohabiting children,10115,8529,84.32,2021
14382,550,Couples with cohabiting children,1044,993,95.11,2021
14392,552,Couples with cohabiting children,758,712,93.93,2021
14772,45,Couples with cohabiting children,1608,1526,94.9,2022
14812,53,Couples with cohabiting children,2010,1915,95.27,2022
14922,75,Couples with cohabiting children,2946,2292,77.8,2022
15022,95,Couples with cohabiting children,9861,8325,84.42,2022
15402,171,Couples with cohabiting children,1752,1631,93.09,2022
15482,187,Couples with cohabiting children,5193,4880,93.97,2022
15627,216,Couples with cohabiting children,723,690,95.44,2022
15667,224,Couples with cohabiting children,422,413,97.87,2022
15977,286,Couples with cohabiting children,882,823,93.31,2022
16217,334,Couples with cohabiting children,616,589,95.62,2022
16282,347,Couples with cohabiting children,1052,1005,95.53,2022
16507,392,Couples with cohabiting children,2170,2056,94.75,2022
16597,410,Couples with cohabiting children,2555,2402,94.01,2022
16617,415,Couples with cohabiting children,12203,11116,91.09,2022
16667,425,Couples with cohabiting children,3299,3094,93.79,2022
16797,451,Couples with cohabiting children,913,871,95.4,2022
17217,535,Couples with cohabiting children,3518,3331,94.68,2022
17262,544,Couples with cohabiting children,2838,2530,89.15,2022
17267,545,Couples with cohabiting children,1103,1034,93.74,2022
18242,157,Couples with cohabiting children,2881,2686,93.23,2023
18442,197,Couples with cohabiting children,942,911,96.71,2023
18572,223,Couples with cohabiting children,1757,1539,87.59,2023
18882,285,Couples with cohabiting children,3636,3250,89.38,2023
19322,373,Couples with cohabiting children,1917,1819,94.89,2023
19367,382,Couples with cohabiting children,1711,1620,94.68,2023
19427,394,Couples with cohabiting children,2552,2374,93.03,2023
20007,510,Couples with cohabiting children,1250,1192,95.36,2023
20167,542,Couples with cohabiting children,3527,3285,93.14,2023
177,36,Couples with cohabiting children,1209,1149,95.04,2017
192,39,Couples with cohabiting children,1314,1247,94.9,2017
402,81,Couples with cohabiting children,4650,3002,64.56,2017
432,87,Couples with cohabiting children,6262,4698,75.02,2017
552,111,Couples with cohabiting children,1419,1341,94.5,2017
897,180,Couples with cohabiting children,1769,1697,95.93,2017
937,188,Couples with cohabiting children,957,920,96.13,2017
1107,222,Couples with cohabiting children,1004,972,96.81,2017
1142,229,Couples with cohabiting children,639,618,96.71,2017
1212,243,Couples with cohabiting children,1312,1162,88.57,2017
1557,312,Couples with cohabiting children,1160,1091,94.05,2017
1842,369,Couples with cohabiting children,1830,1722,94.1,2017
1957,392,Couples with cohabiting children,2273,2162,95.12,2017
2632,528,Couples with cohabiting children,1466,1399,95.43,2017
2672,536,Couples with cohabiting children,1027,971,94.55,2017
2747,551,Couples with cohabiting children,1322,1254,94.86,2017
2767,555,Couples with cohabiting children,3974,3653,91.92,2017
2912,1,Couples with cohabiting children,1749,1663,95.08,2018
3022,23,Couples with cohabiting children,3358,3117,92.82,2018
3037,26,Couples with cohabiting children,2871,2658,92.58,2018
3197,58,Couples with cohabiting children,2374,2244,94.52,2018
3527,124,Couples with cohabiting children,1710,1651,96.55,2018
3532,125,Couples with cohabiting children,839,790,94.16,2018
3972,213,Couples with cohabiting children,916,898,98.03,2018
3987,216,Couples with cohabiting children,726,690,95.04,2018
4162,251,Couples with cohabiting children,607,593,97.69,2018
4177,254,Couples with cohabiting children,517,495,95.74,2018
4437,306,Couples with cohabiting children,1455,1362,93.61,2018
4702,359,Couples with cohabiting children,1555,1448,93.12,2018
4842,387,Couples with cohabiting children,2415,2289,94.78,2018
4972,413,Couples with cohabiting children,1102,1043,94.65,2018
5207,461,Couples with cohabiting children,2012,1886,93.74,2018
6022,41,Couples with cohabiting children,4618,4308,93.29,2019
6062,49,Couples with cohabiting children,2500,2392,95.68,2019
6087,54,Couples with cohabiting children,1144,1086,94.93,2019
6347,106,Couples with cohabiting children,4030,3652,90.62,2019
6522,141,Couples with cohabiting children,1176,1112,94.56,2019
6927,222,Couples with cohabiting children,990,950,95.96,2019
6967,230,Couples with cohabiting children,448,440,98.21,2019
7097,256,Couples with cohabiting children,367,348,94.82,2019
7662,369,Couples with cohabiting children,1800,1709,94.94,2019
8457,529,Couples with cohabiting children,1150,1057,91.91,2019
8802,15,Couples with cohabiting children,1262,1186,93.98,2020
8962,47,Couples with cohabiting children,2266,2148,94.79,2020
9172,89,Couples with cohabiting children,3476,3226,92.81,2020
9327,120,Couples with cohabiting children,2489,2243,90.12,2020
9502,155,Couples with cohabiting children,421,398,94.54,2020
9632,181,Couples with cohabiting children,1121,1078,96.16,2020
9677,190,Couples with cohabiting children,2195,2083,94.9,2020
10517,358,Couples with cohabiting children,1556,1513,97.24,2020
10687,392,Couples with cohabiting children,2182,2075,95.1,2020
10837,423,Couples with cohabiting children,2816,2567,91.16,2020
11077,471,Couples with cohabiting children,2179,2062,94.63,2020
11322,520,Couples with cohabiting children,704,664,94.32,2020
11437,543,Couples with cohabiting children,1821,1705,93.63,2020
11612,578,Couples with cohabiting children,1419,1363,96.05,2020
11637,583,Couples with cohabiting children,3298,3145,95.36,2020
12217,116,Couples with cohabiting children,1028,964,93.77,2021
12647,202,Couples with cohabiting children,3198,2974,93.0,2021
12657,204,Couples with cohabiting children,529,499,94.33,2021
12932,259,Couples with cohabiting children,1384,1304,94.22,2021
13657,404,Couples with cohabiting children,866,816,94.23,2021
14472,568,Couples with cohabiting children,692,651,94.08,2021
14717,34,Couples with cohabiting children,4175,3778,90.49,2022
14777,46,Couples with cohabiting children,1890,1786,94.5,2022
14927,76,Couples with cohabiting children,6228,4648,74.63,2022
15192,129,Couples with cohabiting children,9311,8439,90.63,2022
15487,188,Couples with cohabiting children,939,890,94.78,2022
15992,289,Couples with cohabiting children,567,550,97.0,2022
16272,345,Couples with cohabiting children,3266,3098,94.86,2022
16497,390,Couples with cohabiting children,866,824,95.15,2022
16657,423,Couples with cohabiting children,2784,2550,91.59,2022
17072,506,Couples with cohabiting children,1009,966,95.74,2022
17192,530,Couples with cohabiting children,969,843,87.0,2022
17307,553,Couples with cohabiting children,1213,1135,93.57,2022
17722,53,Couples with cohabiting children,2018,1915,94.9,2023
18377,184,Couples with cohabiting children,4267,4006,93.88,2023
18387,186,Couples with cohabiting children,3228,3048,94.42,2023
18942,297,Couples with cohabiting children,358,341,95.25,2023
19127,334,Couples with cohabiting children,614,587,95.6,2023
19412,391,Couples with cohabiting children,2204,2066,93.74,2023
19597,428,Couples with cohabiting children,3509,3283,93.56,2023
19627,434,Couples with cohabiting children,1355,1293,95.42,2023
19657,440,Couples with cohabiting children,5963,5479,91.88,2023
19682,445,Couples with cohabiting children,1219,1165,95.57,2023
19697,448,Couples with cohabiting children,5348,4831,90.33,2023
19887,486,Couples with cohabiting children,1898,1821,95.94,2023
20137,536,Couples with cohabiting children,1014,954,94.08,2023
20212,551,Couples with cohabiting children,1277,1209,94.68,2023
292,59,Couples with cohabiting children,4917,4417,89.83,2017
302,61,Couples with cohabiting children,1557,1478,94.93,2017
797,160,Couples with cohabiting children,6637,6285,94.7,2017
1062,213,Couples with cohabiting children,907,886,97.68,2017
1437,288,Couples with cohabiting children,2094,1972,94.17,2017
1562,313,Couples with cohabiting children,634,601,94.79,2017
1687,338,Couples with cohabiting children,373,355,95.17,2017
2072,416,Couples with cohabiting children,2381,2264,95.09,2017
2332,468,Couples with cohabiting children,1913,1819,95.09,2017
2762,554,Couples with cohabiting children,458,433,94.54,2017
3002,19,Couples with cohabiting children,4990,4689,93.97,2018
3042,27,Couples with cohabiting children,1056,1004,95.08,2018
3102,39,Couples with cohabiting children,1332,1262,94.74,2018
3887,196,Couples with cohabiting children,533,505,94.75,2018
4027,224,Couples with cohabiting children,441,430,97.51,2018
4042,227,Couples with cohabiting children,2227,2039,91.56,2018
4047,228,Couples with cohabiting children,591,568,96.11,2018
4197,258,Couples with cohabiting children,1242,1176,94.69,2018
4317,282,Couples with cohabiting children,986,925,93.81,2018
4377,294,Couples with cohabiting children,1314,1229,93.53,2018
4657,350,Couples with cohabiting children,591,569,96.28,2018
4772,373,Couples with cohabiting children,1928,1834,95.12,2018
4857,390,Couples with cohabiting children,838,793,94.63,2018
5392,498,Couples with cohabiting children,1851,1730,93.46,2018
5887,14,Couples with cohabiting children,3981,3783,95.03,2019
6482,133,Couples with cohabiting children,2306,2148,93.15,2019
6817,200,Couples with cohabiting children,1711,1630,95.27,2019
7107,258,Couples with cohabiting children,1253,1176,93.85,2019
7112,259,Couples with cohabiting children,1365,1280,93.77,2019
7252,287,Couples with cohabiting children,2237,2032,90.84,2019
7347,306,Couples with cohabiting children,1435,1359,94.7,2019
7457,328,Couples with cohabiting children,374,357,95.45,2019
8357,509,Couples with cohabiting children,3478,3182,91.49,2019
8532,544,Couples with cohabiting children,2953,2652,89.81,2019
8567,551,Couples with cohabiting children,1332,1252,93.99,2019
8917,38,Couples with cohabiting children,10456,9275,88.71,2020
8977,50,Couples with cohabiting children,1986,1860,93.66,2020
9427,140,Couples with cohabiting children,532,508,95.49,2020
9547,164,Couples with cohabiting children,2014,1916,95.13,2020
9612,177,Couples with cohabiting children,4688,4418,94.24,2020
9667,188,Couples with cohabiting children,965,923,95.65,2020
9717,198,Couples with cohabiting children,2921,2789,95.48,2020
9857,226,Couples with cohabiting children,1426,1359,95.3,2020
10002,255,Couples with cohabiting children,551,535,97.1,2020
10372,329,Couples with cohabiting children,3324,3106,93.44,2020
10562,367,Couples with cohabiting children,10207,9322,91.33,2020
10602,375,Couples with cohabiting children,5698,5371,94.26,2020
10627,380,Couples with cohabiting children,2557,2444,95.58,2020
10787,412,Couples with cohabiting children,1453,1380,94.98,2020
10902,436,Couples with cohabiting children,1312,1253,95.5,2020
10967,449,Couples with cohabiting children,2790,2604,93.33,2020
11177,491,Couples with cohabiting children,3228,3113,96.44,2020
11447,545,Couples with cohabiting children,1101,1048,95.19,2020
11797,32,Couples with cohabiting children,2751,2589,94.11,2021
12357,144,Couples with cohabiting children,734,699,95.23,2021
12702,213,Couples with cohabiting children,897,872,97.21,2021
12997,272,Couples with cohabiting children,1506,1433,95.15,2021
13092,291,Couples with cohabiting children,539,495,91.84,2021
13112,295,Couples with cohabiting children,376,359,95.48,2021
13192,311,Couples with cohabiting children,379,363,95.78,2021
13587,390,Couples with cohabiting children,848,797,93.99,2021
13677,408,Couples with cohabiting children,3830,3613,94.33,2021
13722,418,Couples with cohabiting children,1415,1323,93.5,2021
13757,425,Couples with cohabiting children,3280,3082,93.96,2021
13792,432,Couples with cohabiting children,1355,1303,96.16,2021
13852,444,Couples with cohabiting children,741,712,96.09,2021
13967,467,Couples with cohabiting children,2439,2338,95.86,2021
14247,523,Couples with cohabiting children,1252,1187,94.81,2021
14257,525,Couples with cohabiting children,1692,1444,85.34,2021
14302,534,Couples with cohabiting children,1562,1461,93.53,2021
14477,569,Couples with cohabiting children,275,258,93.82,2021
14572,5,Couples with cohabiting children,3066,2882,94.0,2022
14637,18,Couples with cohabiting children,2522,2366,93.81,2022
14672,25,Couples with cohabiting children,1931,1799,93.16,2022
14767,44,Couples with cohabiting children,3066,2893,94.36,2022
15147,120,Couples with cohabiting children,2412,2175,90.17,2022
15412,173,Couples with cohabiting children,1683,1604,95.31,2022
15542,199,Couples with cohabiting children,902,859,95.23,2022
16162,323,Couples with cohabiting children,376,362,96.28,2022
16567,404,Couples with cohabiting children,847,801,94.57,2022
16612,413,Couples with cohabiting children,1045,975,93.3,2022
16817,455,Couples with cohabiting children,1694,1622,95.75,2022
17032,498,Couples with cohabiting children,1866,1748,93.68,2022
17137,519,Couples with cohabiting children,4227,3925,92.86,2022
17177,527,Couples with cohabiting children,12829,11591,90.35,2022
17252,542,Couples with cohabiting children,3532,3291,93.18,2022
17757,60,Couples with cohabiting children,1002,954,95.21,2023
17967,102,Couples with cohabiting children,1789,1668,93.24,2023
18137,136,Couples with cohabiting children,2963,2699,91.09,2023
18332,175,Couples with cohabiting children,1661,1580,95.12,2023
18912,291,Couples with cohabiting children,517,466,90.14,2023
18972,303,Couples with cohabiting children,646,594,91.95,2023
19147,338,Couples with cohabiting children,351,335,95.44,2023
19277,364,Couples with cohabiting children,222,205,92.34,2023
19287,366,Couples with cohabiting children,1164,1095,94.07,2023
19372,383,Couples with cohabiting children,28340,23418,82.63,2023
19382,385,Couples with cohabiting children,2452,2315,94.41,2023
19557,420,Couples with cohabiting children,3178,2930,92.2,2023
19827,474,Couples with cohabiting children,3642,3433,94.26,2023
1132,227,Couples with cohabiting children,2222,2014,90.64,2017
1332,267,Couples with cohabiting children,2272,2192,96.48,2017
1397,280,Couples with cohabiting children,1733,1654,95.44,2017
1422,285,Couples with cohabiting children,3635,3273,90.04,2017
1572,315,Couples with cohabiting children,1066,1005,94.28,2017
